Enllaç;Títol;Etiquetes;Data i hora;Preu;Repertori
https://www.palaumusica.cat/es/la-traviata-de-giuseppe-verdi_1076067;La traviata de Giuseppe Verdi;#ópera;03/05/2025 18:00;De 38 a 78 euros;"#óperaLa traviata de Giuseppe VerdiXavier Puig - Jaume VillanuevaNotaÓpera con sobretitulado en catalán.Ficha artísticaXavier Puig, director musicalJaume Villanueva, puesta en escenaMiquel Villalba, Pablo Morales, director del coroOrquestra de cambra Terrassa 48Quim Térmens, concertinoKevin Donaire, coreografíaMariana Giustina Baravalle, coreografías de Violetta niñaÒpera Popular de Barcelona, compañía estable:Núria Vilà, Violetta ValéryAnaïs Masllorens (31 enero y 3 mayo), Marta Roca (22 febrero), Flora Bervoix, sua amicaSara García (31 enero y 3 mayo) Cristina Escolà (22 febrero), Annina, serva di ViolettaFacundo Muñoz (31 enero), Beñat Egiarte (22 febrero), Marc Sala (3 mayo), Alfredo GermontXavier Vilalta (31 enero), Lluís Sintes (22 febrero y 3 mayo), Giorgio Germont, suo padreRoberto Redondo (31 enero), Adrià Mas (22 febrero y 3 mayo), Gastone, visconte di LétorièresJoan G. Gomà (31 enero), Alejandro Chelet (22 febrero), Jordi Ferrer (3 mayo), Il barone DoupholDanil Sayfullin (31 enero y 22 febrero), Néstor Pindado (3 mayo), Il marchese d’ObignyAntonio Fajardo (31 enero y 3 mayo), Lluís Vergés (22 febrero), Il dottor GrenvilJosé Luís González, Giuseppe, servo di ViolettaAriel Seras, Un domestico di FloraGermán Casetti, Un commissionario
Coro y ballet de Òpera Popular de BarcelonaCon la colaboración del Conservatorio Profesional de Danza del Instituto del Teatro de la Diputación de Barcelona y la maestra de danza Isa MorenProgramaG. Verdi: La traviataDetallesUna traviata para Marcel ProustLa refinada perversión de París, la ciudad más depravada del mundo, gravita subrepticiamente, oculta como un pecado inconfesable y secreto. Único objetivo plausible de los personajes que transitan por los salones, ninguneado el amor, la transgresión invade la pureza como una niebla imposible de disipar. La muerte es la única salida piadosa —y absurda— que conceden a Violetta, la traviata, la perdida, objeto y víctima de sus placeres.Comprar entradas"
https://www.palaumusica.cat/es/josb-josep-caballe-domenech_1338604;JOSB & Josep Caballé Domenech;#sinfónica,#músicauniversal;04/05/2025 18:00;de 7 a 20 €;"#sinfónica#músicauniversalJOSB & Josep Caballé DomenechFicha artísticaJove Orquestra Simfònica de Barcelona Josep Caballé Domenech, director ProgramaG. Mahler: Sinfonía núm. 1, en Re mayor, “Titán” DetallesJosep Caballé Domenech, uno de los directores de orquesta más reconocidos en el ámbito internacional, vuelve al Palau de la Música Catalana para dirigir la Joven Orquesta Sinfónica de Barcelona (JOSB) en la 10ª temporada de la orquesta, con una de las obras capitales del repertorio sinfónico, la Primera Sinfonía de Mahler, todo un reto por la JOSB que interpreta música de Gustav Mahler por primera vez.
Este concierto del ciclo de la JOSB en el Palau es a beneficio de Cáritas Castrense Barcelona.Comprar entradas"
https://www.palaumusica.cat/es/hablemos-de-orchestra-dell-accademia-nazionale-di-santa-cecilia-harding_1334388;Hablemos de... Orchestra dell’Accademia Nazionale di Santa Cecilia & Harding;#sinfónica,#grandesfiguras,#músicauniversal;05/05/2025 19:00;Entrada gratuita | Aforo limitado;Hablemos de... Orchestra dell’Accademia Nazionale di Santa Cecilia & Hardingcon Anna CostalFicha artísticaa cargo de Anna Costal, musicóloga y docenteProgramaSesiones previas a los conciertos de Palau 100 para situar el contexto histórico de la obra, el compositor o las ideas claves de las piezas programadas.Programación relacionadaOrchestra dell’Accademia Nazionale di Santa Cecilia & Harding—'Sinfonía Titán' de Mahler#sinfónica#grandesfiguras#músicauniversal+ info5 de mayo de 202520:00 hSala de Conciertos
https://www.palaumusica.cat/es/orchestra-dell-accademia-nazionale-di-santa-cecilia-harding_1280533;Orchestra dell’Accademia Nazionale di Santa Cecilia & Harding;#sinfónica,#grandesfiguras,#músicauniversal;05/05/2025 20:00;De 25 a 115 €;#sinfónica#grandesfiguras#músicauniversalOrchestra dell’Accademia Nazionale di Santa Cecilia & Harding—'Sinfonía Titán' de MahlerFicha artísticaJoshua Bell, violínOrchestra dell’Accademia Nazionale di Santa CeciliaDaniel Harding, directorProgramaA. Dvořák: Concierto para violín y orquesta en Do menor, op. 53G. Mahler: Sinfonía núm. 1, en Re mayor, “Titán”DetallesEl Mahler más vibrante y vital de su Primera Sinfonía, “Titán”, interpretado por una de las formaciones más antiguas del mundo, la Orchestra dell’Accademia Nazionale di Santa Cecilia, bajo la batuta de uno de los protegidos de Rattle y Abbado: Daniel Harding. La sesión se completará con el reputado violinista americano Joshua Bell como solista del Concierto para violín y orquestra de Dvořák, una partitura de gran belleza líricaProgramación relacionadaHablemos de... Orchestra dell’Accademia Nazionale di Santa Cecilia & Hardingcon Anna Costal+ info5 de mayo de 202519:00 hPetit PalauComprar entradas
https://www.palaumusica.cat/es/audiciones-intimas-cosmos-quartet-noelia-rodiles_1379081;Audiciones íntimas: Cosmos Quartet & Noelia Rodiles;#nuevosformatos,#cámara,#antigua,#contemporánea;06/05/2025 18:00;15 € (Abonados, socios y asistentes al concierto al que hace referencia la audición: 12 € / Grada Joven: 10 € / 32 € Abono tres sesiones);#nuevosformatosAudiciones íntimas: Cosmos Quartet & Noelia RodilesBach y Raquel García-TomásFicha artísticaXavier Chavarria, periodista y musicólogoCosmos QuartetNoelia Rodiles, pianoProgramaAudición íntima previa al concierto de Palau Fronteres del 7 de mayo del Cosmos Quartet, O Vos Omnes, Lídia Vinyes-Curtis y Noelia Rodiles.DetallesEl periodista y musicólogo Xavier Chavarria conduce estas sesiones que hibridan el formato de recital de cámara con un diálogo entre presentador, músicos y público en la proximidad de la sala de Ensayo del Orfeó Català. Un espacio para descubrir los secretos de los músicos, fomentar el diálogo y la complicidad entre asistentes y artistas, e integrar a los espectadores en un recital distendido y exclusivo para un público reducido.Programación relacionadaCosmos Quartet, O Vos Omnes, Vinyes-Curtis & Rodiles—Bach y Raquel García-Tomás#cámara#antigua#contemporánea+ info7 de mayo de 202519:30 hPetit PalauComprar entradas
https://www.palaumusica.cat/es/hablemos-de-orchestre-des-champs-elysees-herreweghe_1334488;Hablemos de... Orchestre des Champs Élysées & Herreweghe;#sinfónica,#músicauniversal,#grandesfiguras;06/05/2025 19:00;Entrada gratuita | Aforo limitado;Hablemos de... Orchestre des Champs Élysées & Herreweghecon Sofía MartínezFicha artísticaa cargo de Sofía Martínez, musicóloga, especialista en entrenamiento auditivoProgramaSesiones previas a los conciertos de Palau 100 para situar el contexto histórico de la obra, el compositor o las ideas claves de las piezas programadas.Programación relacionadaOrchestre des Champs Élysées & Herreweghe— ‘Sinfonías núm. 4’ i ‘7’ de Beethoven#sinfónica#músicauniversal#grandesfiguras+ info6 de mayo de 202520:00 hSala de Conciertos
https://www.palaumusica.cat/es/orchestre-des-champs-elysees-herreweghe_1280566;Orchestre des Champs Élysées & Herreweghe;#sinfónica,#músicauniversal,#grandesfiguras;06/05/2025 20:00;De 20 a 88 €;"#sinfónica#músicauniversal#grandesfigurasOrchestre des Champs Élysées & Herreweghe— ‘Sinfonías núm. 4’ i ‘7’ de BeethovenFicha artísticaOrchestre des Champs ÉlyséesPhilippe Herreweghe, directorProgramaL. van Beethoven: Sinfonía núm. 4, en Si bemol mayor, op. 60L. van Beethoven: Sinfonía núm. 7, en La mayor, op. 92DetallesSegunda visita de la temporada a Palau 100 del director Philippe Herreweghe y segundo monográfico Beethoven al frente de la Orchestre des Champs Élysées. En esta ocasión, el programa incluye dos de las Sinfonías del compositor. Aunque estrenadas con seis años de distancia, Beethoven empezó a desarrollar la Séptima en 1806, tras finalizar la Cuarta. La “apoteosis de la danza”, tal como Wagner denominó la Séptima, fue el fruto de una elaboración lenta y meticulosa. 
Concierto dedicado a la memoria de Joan Uriach Marsal, benefactor del Palau y socio del Orfeó Català desde el año 1991.Programación relacionadaHablemos de... Orchestre des Champs Élysées & Herreweghecon Sofía Martínez+ info6 de mayo de 202519:00 hPetit PalauComprar entradas"
https://www.palaumusica.cat/es/cosmos-quartet-o-vos-omnes-vinyes-curtis-rodiles_1309068;Cosmos Quartet, O Vos Omnes, Vinyes-Curtis & Rodiles;#cámara,#antigua,#contemporánea,#nuevosformatos;07/05/2025 19:30;15 €;"#cámara#antigua#contemporáneaCosmos Quartet, O Vos Omnes, Vinyes-Curtis & Rodiles—Bach y Raquel García-TomásFicha artísticaO Vos Omnes (Xavier Pastrana, director)Cosmos Quartet:Helena Satué, violínBernat Prat, violínLara Fernández, violaOriol Prat, violoncheloLídia Vinyes-Curtis, mezzosopranoNoelia Rodiles, pianoProgramaJ. S. Bach: Allemande. Suite Francesa núm. 2, BWV 813R. García-Tomás:  My Old Gramophone #2C. Monteverdi: Sfogava con le stelle. Il quarto libro de madrigali a cinque vociR. García-Tomás: [...] così mostraste a lei i vivi ardori miei [...]J. S. Bach: Invención a tres voces, núm. 11, en Sol menor, BWV 797R. García-Tomás: Suite of Myself ( versión de cámara)DetallesDespués de tres temporadas como formación residente, el Cosmos Quartet regresa al Palau de la Música para compartir escenario con el coro O Vos Omnes, la mezzosoprano Lídia Vinyes-Curtis y la pianista Noelia Rodiles en una propuesta singular y ambiciosa que reúne obras de Bach y Monteverdi con las de Raquel García-Tomás, compositora invitada la presente temporada a la sala modernista y parcialmente inspirada en los grandes maestros del Renacimiento y Barroco.
Con la financiación del Ministerio de Cultura, en el marco de la Capitalidad Cultural de Barcelona, ​​impulsada por el Ministerio de Cultura y el Ayuntamiento de Barcelona.Programación relacionadaAudiciones íntimas: Cosmos Quartet & Noelia RodilesBach y Raquel García-Tomás#nuevosformatos+ info6 de mayo de 202518:00 hSala de Ensayo del Orfeó CatalàNoticias relacionadas1 octubre 2024El Palau de la Música Catalana acogerá seis conciertos con obras de Raquel García-Tomás, compositora invitada de la temporada 2024-25Comprar entradas"
https://www.palaumusica.cat/es/jethro-tull_1384139;Jethro Tull;#moderna;07/05/2025 21:00;De 24 a 70 €;#modernaJethro Tull‘Seven Decades’ World TourFicha artísticaJethro TullDetallesEn 2024, Jethro Tull te invita a vivir su Seven Decades World Tour, un viaje musical único a través de la legendaria historia de la banda. Desde sus humildes comienzos en 1968 hasta los sonidos innovadores de RökFlöte (2023), la gira traerá a la vida canciones icónicas de cada época, sumergiendo a los fans en la mezcla única de rock, folk y influencias clásicas de Tull. Dirigido por el visionario Ian Anderson, esto no será solo un concierto, sino una celebración de 70 años de creatividad, evolución y narración musical. ¡Únete a la banda en el escenario para una noche inolvidable que honra su pasado mientras abraza el futuro!Comprar entradas
https://www.palaumusica.cat/es/el-ultimo-concierto-de-juli-garreta_1437295;El último concierto de Juli Garreta;#nuevosformatos,#coral,#estrenos,#patrimoniocatalán,#jóvenestalentos;08/05/2025 18:30;Acceso libre, es necesario retirar entrada;"#nuevosformatosEl último concierto de Juli GarretaProgramaConferencia de Joaquim Rabaseda, musicólogo y compositorDetallesEn octubre de 1925 fue un momento feliz para Juli Garreta; vuelve a escuchar su Cuarteto con piano en la Sala Mozart, estrena el Concierto para violín y orquesta en el Palau de la Música Catalana y la Orquesta Pau Casals inaugura la temporada de conciertos en Sant Feliu de Guíxols.Joaquim Rabaseda, comisario del Año Juli Garreta, nos ofrecerá una conferencia que versará sobre la concepción, interpretación y recepción del Concierto para violín, obra que podrá escucharse en el Palau de la Música el día 12 de mayo.Con la colaboración de:

 
 #coral#estrenos#patrimoniocatalán#jóvenestalentosDe Catalunya, al món—‘Concierto para violín’ de Juli GarretaTardes al Palau12Mayo2025Lunes19:00Sala de Conciertos+ infoComprar entradas"
https://www.palaumusica.cat/es/maldita-nerea_1351955;Maldita Nerea;#moderna;08/05/2025 21:00;de 25 a 44 €;#modernaMaldita NereaFicha artísticaMaldita NereaDetallesOrigen: El Camino de las CancionesUn Viaje Acústico con Maldita NereaÚnete a Maldita Nerea en un viaje íntimo y emotivo hacia el corazón de su música. Un concierto exclusivo en el Palau de la Música Catalana.Descubre las raíces de la música del grupo en Origen: el camino de las canciones, una ruta fascinante desde el silencio hasta la melodía. Sumérgete en la esencia de su música, mientras Maldita Nerea te guía en un recorrido íntimo y emotivo a través de la génesis de su arte. No te pierdas este concierto acústico exclusivo, una experiencia única e inolvidable.Comprar entradas
https://www.palaumusica.cat/es/andre-schuen-daniel-heide_1280716;Andrè Schuen & Daniel Heide;#lied,#grandesfiguras,#conciertosaccesibles;09/05/2025 20:00;25 y 38 €;#lied#grandesfiguras#conciertosaccesiblesAndrè Schuen & Daniel Heide—'El canto del cisne' de SchubertAvisoConcierto con subtitulación en catalán.Ficha artísticaAndrè Schuen, barítonoDaniel Heide, pianoProgramaF. Schubert: Schwanengesang, D. 957 (El canto del cisne) y otros lieder de SchubertDetallesEl ciclo Palau Grans Veus llega a su fin esta temporada con El canto del cisne, la colección póstuma del catálogo de Schubert, que recoge algunos de los últimos lieder escritos por el compositor antes de morir. Presentado a menudo –a pesar de no concebirse así– como el tercer ciclo schubertiano –después de La bella molinera y Viaje de invierno–, podremos disfrutarlo por una de las voces que mejor domina este repertorio, la del barítono tirolés Andrè Schuen, junto al piano de Daniel Heide.Oferta especialVisita libre + ConciertoEl Palau es un templo de la música y la arquitectura. Disfruta de una visita libre para conocer la historia y construcción de la única sala de conciertos modernista patrimonio mundial por la UNESCO (17 h) y de un concierto (18:30 h) para entender la magia de lo que no es solo un monumento, sino una sala viva.Precio Visita+Concierto desde 32 €. Inicio visita a las 18:30 h.Compra aquíComprar entradas
https://www.palaumusica.cat/es/-carmen-de-bizet_1309311;‘Carmen’ de Bizet;#ópera,#músicauniversal,#enfamilia,#conciertosaccesibles,#modernismo;10/05/2025 18:30;de 23 a 73 €;"#ópera#músicauniversal#enfamilia#conciertosaccesibles#modernismo‘Carmen’ de Bizet—Orquestra Simfònica del Vallès & SaladoAvisoConcierto con subtítulos en catalán.NotaUna producción de la Fundació Òpera a Catalunya.
Acto I: 55’ / Pausa: 20’Acto II: 45’ / Pausa: 15’Acto III: 40’ / Pausa: 20’Acto IV: 25’Ficha artísticaOlga Syniakova, Carmen Joan Laínez, Don JoséPau Armengol, EscamilloTina Gorina (10 mayo), Lucía García (17 mayo), MicaëlaRosa Maria Abella, FrasquitaHelena Ressurreiçao, MercédèsJuan Carlos Esteve (10 mayo), Leonardo Domínguez (17 mayo), ZuñigaPau Camero, MoralèsCristòfol Romaguera, le DancaïreJorge Juan Morata, le Remendado
Cor Amics de l'Òpera de SabadellOrquestra Simfònica del VallèsRita Cosentino, dirección de escenaAarón Martín, asistente de dirección de escena y coreógrafoJordi Galobart, diseño de escenografíaGabriela Hilario, diseño de vestuarioAndrés Salado (10 maig), Daniel Gil de Tejada (17 maig), director musicalProgramaG. Bizet: CarmenDetallesCarmen es la última ópera y la gran obra maestra de Georges Bizet, sin duda convertida hoy en día en la ópera francesa más popular y una de las más representadas en todo el mundo. Una ópera apasionada y vibrante, con episodios musicales inolvidables como la “Habanera” o la “Canción del toreador”, que se convierte en una tragedia impulsada por el amor y la libertad.
Ambientada en Andalucía, trata sobre la historia entre Carmen, gitana sensual y de espíritu libre, y Don José, un militar de mentalidad estricta y cerrada Un verdadero fresco del ambiente andaluz de los alrededores de 1830, con militares, contrabandistas y toreros, en los que el brillo de la música hipnotiza al público hasta el clímax final. El deseo y afán de vivir intensamente nunca han tenido traducciones musicales tan fieles como la de esa queridísima ópera.Oferta especialVisita libre+ Concierto
El Palau es un templo de la música y la arquitectura. Disfruta de una visita libre para conocer la historia y construcción de la única sala de conciertos modernista patrimonio mundial por la UNESCO y de un concierto para entender la magia de lo que no es solo un monumento, sino una sala viva.
Precio 50 €. Hay que elegir butaca en la categoría C (primer piso lateral filas 3 y 4, segundo piso entre las filas 2 y 11, palcos del segundo piso fila 1 y galerías del órgano) y seleccionar en el desplegable la tarifa ""Visita libre + concierto"". Inicio visita a las 16 h.
Compra aquíComprar entradas"
https://www.palaumusica.cat/es/altstaedt-cor-de-cambra-del-palau-julia-sese_1309071;Altstaedt, Cor de Cambra del Palau & Júlia Sesé;#coral,#contemporánea,#estrenos;11/05/2025 12:00;15 €;#coral#contemporánea#estrenosAltstaedt, Cor de Cambra del Palau & Júlia Sesé—‘Vols brisés' de Raquel García-TomásFicha artísticaNicolas Altstaedt, violoncheloCor de Cambra del Palau de la Música Catalana (Xavier Puig, director)Júlia Sesé, directoraProgramaK. Nystedt: Stabat Mater, op. 111, para coro mixto y violoncheloJ. S. Bach: Suite para violonchelo solo n.º 5 en do menor, BWV 1011R. García-Tomás: Vols brisés (obra encargada por el Palau de la Música Catalana, estreno absoluto)DetallesEl poema en latín Stabat Mater, que evoca el dolor de la Virgen María durante la Pasión de Cristo, ha estimulado a los compositores desde la Edad Media hasta el siglo XXI, atraídos por un texto anónimo –de origen franciscano del siglo XIII, atribuido a Jacopone da Todi, el papa Inocencio III y San Buenaventura– largo, sombrío y repleto de imágenes. En este concierto, la obra del compositor sueco del siglo XX Knut Nystedt encabeza un programa que se completa con una de las Suites para violonchelo bachianas y el estreno de una obra para coro y violonchelo solista encargada a Raquel García-Tomás, compositora invitada esta temporada por el Palau de la Música.Noticias relacionadas1 octubre 2024El Palau de la Música Catalana acogerá seis conciertos con obras de Raquel García-Tomás, compositora invitada de la temporada 2024-25Comprar entradas
https://www.palaumusica.cat/es/london-symphony-orchestra-gustavo-dudamel_1301202;London Symphony Orchestra & Gustavo Dudamel;#sinfónica,#músicauniversal,#grandesfiguras;11/05/2025 17:00;de 35 a 230 €;"#sinfónica#músicauniversal#grandesfigurasLondon Symphony Orchestra & Gustavo Dudamel‘Sinfonía núm. 1, “Titàn”’ de MahlerFicha artísticaLondon Symphony OrchestraGustavo Dudamel, directorProgramaW. A. Mozart: Sinfonía núm. 41, en Do mayor, KV 551, “Júpiter”G. Mahler: Sinfonía núm. 1, en Re mayor, “Titán”DetallesActual director musical de la Filarmónica de Los Angeles y de la Orquesta Sinfónica Simón Bolívar, Gustavo Dudamel ha dado a conocer la música clásica a nuevas audiencias y públicos allá donde va. Ha dirigido más de 30 representaciones operísticas en grandes escenarios como la Ópera de Los Angeles, Teatro alla Scala de Milà, Staatsopers de Viena y Berlín, y Metropolitan Opera de Nueva York.
Creada en 1904, la LSO es una de las primeras orquestas fundadas por sus propios músicos y, desde entonces, innumerables generaciones han mantenido su reputación de calidad infrangible y repertorios inspiradores.Comprar entradas"
https://www.palaumusica.cat/es/cor-mitjans-cor-petits_1311540;Cor Mitjans & Cor Petits;#coral,#enfamilia;11/05/2025 17:00;15 €;#coral#enfamiliaCor Mitjans & Cor Petits—‘De qui és el bosc’Ficha artísticaCor Mitjans del Orfeó Català Cor Petits del Orfeó Català Marta Torres, flautaTeresa Nogueron, clarinetePep Coca, contrabajoJosé Vicente, percusiónLaia Armengol, pianoGlòria Fernàndez y Mercè Pi, directorasProgramaDe qui és el bosc de Josep Ollé y Marc DonatDetallesLos coros Mitjans y Petits de l’Orfeó Català presentan la cantata De qui és el bosc?, con música de Josep Ollé y libreto de Marc Donat, encargada por el Palau de la Música a partir de lo que, con el mismo título y en formato de musical, preparó cuatro años atrás la coral infantil El Virolet dels Lluïsos de Gràcia en su casal de verano. Se trata de una adaptación de la novela juvenil de Mercè Canela i Garayoa, editada por primera vez en 1976 por la editorial La Galera.Comprar entradas
https://www.palaumusica.cat/es/de-catalunya-al-mon_1309041;De Catalunya, al món;#coral,#estrenos,#patrimoniocatalán,#jóvenestalentos,#nuevosformatos;12/05/2025 19:00;de 10 a 49 €;"#coral#estrenos#patrimoniocatalán#jóvenestalentosDe Catalunya, al món—‘Concierto para violín’ de Juli GarretaFicha artísticaJaime Naya, violínMontserrat Seró, soprano Cor Madrigal El Cor Canta Orquestra Camerata XXI Xavier Puig, directorProgramaJ. Garreta: Concierto para violín y orquesta, en Sol menor J. Lamote de Grignon: Tres cançons per a veu i orquestra sobre poemes de Geroni ZannéR. Lamote de Grignon: Un prat (selección)J. Manén: El pardal, para coro y orquestaM. Migó: La força de la voluntat, para soprano, coro y orquesta (basada en un cuento de Quim Monzó. Obra encargada por El Cor Canta. Estreno mundial)DetallesEl acento catalán impregna de principio a fin este programa tejido en torno al Concert per a violí de Garreta, en una nueva conmemoración de la doble efeméride del compositor ampurdanés. Su pieza se rodea de fragmentos de los Lamote de Grignon, Manén y un estreno de Marc Migó, obra de encargo de El Cor Canta basada en un cuento de Quim Monzó, vinculando así nuestro patrimonio pasado con la creación contemporánea.Este 2025 se conmemoran los 100 años de la muerte de Juli Garreta, un “hombre genial y profundamente intuitivo” en palabras de Pau Casals. Su excelente Concierto para violín, estrenado hace cien años e interpretado en directo tan sólo en tres ocasiones –la última hace veinticuatro años–, es una de sus obras culminantes y un ejemplo paradigmático de la inventiva desbordante de un músico con voluntad claramente universalizadora. Esta visión amplia del hecho compositivo, en la que se parte de la esencia de la tierra para proyectarse en el mundo a través de una permeabilización de lenguajes centroeuropeos, fue algo habitual en la obra de Juli Garreta y en la de otros compositores coetáneos como Joan y Ricard Lamote de Grignon y Joan Manén.
Joan Lamote, con quien se iniciará la segunda parte, sobresalió con originalidad y aparente simplicidad en la canción, género en el que parte de la influencia del modelo del lied alemán para conseguir aflorar melodías extraordinariamente bellas que beben de nuestro cancionero. La segunda parte continuará con música prácticamente inédita de Ricard Lamote: fragmentos de Un prat, obra exuberante, influenciada por los ballets rusos, en los que el autor demuestra su gran dominio de la orquestación.
El concierto se cerrará con dos obras para coro y orquesta: Joan Manén compuso varias glosas sobre temas populares, entre ellas El pardal, capricho de carácter descriptivo de sorprendente inventiva y de gran exigencia vocal; y el estreno de La força de la voluntat de Marc Migó, una obra que explora el concepto psicológico de pareidolia a partir de un cuento de Quim Monzó.






#nuevosformatosEl último concierto de Juli GarretaL'HivernacleConferencias8Mayo2025Jueves18:30Sala de Ensayo del Orfeó Català+ infoComprar entradas"
https://www.palaumusica.cat/es/freiburger-barockorchester-rene-jacobs_1279730;Freiburger Barockorchester & René Jacobs;#ópera,#grandesfiguras,#conciertosaccesibles;14/05/2025 19:00;De 45 a 88 €;#ópera#grandesfiguras#conciertosaccesiblesFreiburger Barockorchester & René Jacobs—‘Tamerlano’ de HändelAvisoConcierto con subtitulación en catalán.Ficha artísticaKatherina Ruckgaber, sopranoHelena Rasker, contraltoPaul-Antoine Bénos-Djian, contratenorAlex Chance, contratenorThomas Walker, tenorMatthias Winckhler, bajoFreiburger BarockorchesterRené Jacobs, directorProgramaG. F. Händel: Tamerlano (versión de concierto). Libreto de Agostin Piovene y Nicolas PadrónDetallesRené Jacobs vuelve al Palau de la Música Catalana para dirigir, al frente de la Freiburger Barockorchester y en versión de concierto, Tamerlano. Fruto de uno de los periodos creativos más fértiles de Händel, el compositor la escribió en solo veinte días durante el verano de 1724, año en que también vieron la luz otras dos de sus óperas, ambas de gran significación: Giulio Cesare y Rodelinda.Comprar entradas
https://www.palaumusica.cat/es/trio-fortuny_1314604;Trio Fortuny;#cámara,#contemporánea;15/05/2025 19:30;15 €;#cámara#contemporáneaTrio Fortuny—Guix, Beethoven y SchumannFicha artísticaTrio Fortuny:Joel Bardolet, violínPau Codina, violoncheloMarc Heredia, pianoProgramaJ. M. Guix: Fragmentos FortunyL. van Beethoven: Trio con piano, en Si bemol mayor, op. 97, “Archiduque”R. Schumann: Arabeske, op.18R. Schumann: Trio con piano núm. 1, en Re menor, op. 80DetallesEn el segundo concierto de la segunda temporada de residencia artística del Trio Fortuny en el Palau de la Música, la formación de cámara destaca la audición de Fragments Fortuny, del compositor de Reus Josep Maria Guix. Se trata de una obra inspirada en la pintura de Marià Fortuny, de quien la formación de cámara adopta el nombre. El programa incluye asimismo el Trío Archiduque de Beethoven, Arabesque y el Trío núm. 2 de Schumann.Acto | Presentación del CD ‘Echoes’—El debut discográfico del Trio Fortuny16Abril2025Miércoles18:00Sala de Ensayo del Orfeó Català+ infoComprar entradas
https://www.palaumusica.cat/es/olivier-messiaen-catalogue-d-oiseaux_1335396;Olivier Messiaen: ‘Catalogue d’oiseaux’;#piano;17/05/2025 20:00;15 €;#pianoOlivier Messiaen: ‘Catalogue d’oiseaux’Gregorio Benítez, pianoFicha artísticaGregorio Benítez, pianoProgramaO. Messiaen: Catalogue d’oiseauxIV. Le traquet stapazinVIII. L’alouette calandrelleVI. L’alouette luluII. Le loriotX. Le merle de RocheXIII. Le courlis cendréXII. Le traquet rieurDetallesPublicado en 1958, Catalogue d'oiseaux es la obra más extensa de Oliver Messiaen después de su ópera Saint François d'Assise. En este hito de la literatura pianística del siglo XX, el genial compositor francés reunió hábilmente los tres elementos principales sobre los que orbita su lenguaje compositivo: el ritmo, la relación sonido-color y el canto de los pájaros. La partitura es una compilación de transcripciones de cantos de pájaros y elementos descriptivos de los distintos paisajes en los que se recrea cada acción, sumergiendo al oyente en un exuberante universo sonoro.Gregorio Benítez ha sido aclamado por la crítica internacional como un artista con una “hipnótica presencia escénica, poseedor de una extraordinaria paleta de colores sobre el teclado”. El pianista presenta en el Palau una selección de los cuadernos más representativos de Catalogue d'oiseaux, en un concierto que se enmarca dentro de una extensa gira en la que está interpretando la obra completa para piano solo de Olivier Messiaen. Comprar entradas
https://www.palaumusica.cat/es/orfeo-catala-y-pablo-larraz_1418044;Orfeó Català y Pablo Larraz;#coral;18/05/2025 12:00;25 y 35 €;#coralOrfeó Català y Pablo Larraz—‘Rèquiem’ de FauréFicha artísticaElionor Martínez, sopranoJosep-Ramon Olivé, barítonoJoan Seguí, órganoOrfeó CatalàPablo Larraz, directorProgramaF. Mendelssohn: Verleih uns FriedenCh.V. Stanford: Beati quòrum viaP. Casals: O vos OmnesP. Casals: Nigra sumJ. Ollé i Sabaté: Ave maris StellaG. Fauré: RequiemComprar entradas
https://www.palaumusica.cat/es/el-emperador-de-beethoven_1305243;El ‘Emperador’ de Beethoven;#sinfónica,#piano,#músicauniversal,#piano,#grandesfiguras;18/05/2025 17:30;de 18 a 68 €;"#sinfónica#piano#músicauniversalEl ‘Emperador’ de BeethovenCarlos Miguel Prieto & Franz Schubert FilharmoniaFicha artísticaOlga Kern, pianoFranz Schubert FilharmoniaCarlos Miguel Prieto, directorProgramaL. van Beethoven: Concierto para piano y orquesta núm. 5, op. 73, “Emperador”A. Ginastera: Variaciones concertantes para orquesta, op. 23A. Márquez: Danzón núm. 2DetallesLos colores de la orquestaCerramos la temporada con esplendor y dos debuts muy esperados. En primer lugar, la pianista Olga Kern, una de las personalidades más destacadas de su generación, interpretará el majestuoso “Emperador” de Beethoven.
Por otro lado, para culminarla la velada, el reconocido director mexicano Carlos Miguel Prieto nos hará descubrir el ritmo y colores del gran sinfonismo americano.Programación relacionadaElisabeth LeonskajaLas últimas sonatas de Mozart, Beethoven & Schubert#piano#grandesfiguras+ info15 de diciembre de 202417:30 hSala de ConciertosComprar entradas"
