Enllaç;Títol;Etiquetes;Data i hora;Preu;Repertori
https://www.palaumusica.cat/es/camerata-penedes-bitlloch_1309038;Camerata Penedès & Bitlloch;#sinfónica,#estrenos;10/04/2025 19:00;20 €;#sinfónica#estrenosCamerata Penedès & Bitlloch—García-Tomás y BeethovenNotaDespués del concierto se ofrecerá un breve espacio de diálogo con los músicos opcional para aquellas personas del público que quieran participar.Ficha artísticaCamerata Penedès Sara Bitlloch, concertino y directoraProgramaR. García-Tomás: […] e sento nel partire un vivace morire […] (obra encargo de la Camerata Penedès. Estreno absoluto) L. van Beethoven: Sinfonía núm. 5 en do menor, op. 67C. Monteverdi: Ah dolente partita, SV75DetallesLa Camerata Penedès, bajo la dirección de Sara Bitlloch, interpreta una obra que constituye un estreno de Raquel García-Tomás, compositora invitada del Palau de la Música la presente temporada. El programa se completa con la Quinta Sinfonía de Beethoven, que destaca por su precisión constructiva, y en especial por su carácter heroico, que enlaza con el leitmotiv de la actual temporada de la sala modernista.Noticias relacionadas1 octubre 2024El Palau de la Música Catalana acogerá seis conciertos con obras de Raquel García-Tomás, compositora invitada de la temporada 2024-25Comprar entradas
https://www.palaumusica.cat/es/sant-jordi-2025-fiesta-coral_1431471;Sant Jordi 2025 - Fiesta coral;#coral;10/04/2025 20:30;12 € (10 € anticipada / 8 € con carnet de cantor - código por internet);"#coralSant Jordi 2025 - Fiesta coralFicha artísticaCor Llevant (Antoni Jorquera i Abelló, director; Gerard Morató i Vinyes, piano) Cor Vivace  (Joana Campo, directora) Coral Espígol (Quim Manyós, director; Mireia Sans, subdirectora) Coral Vocal Trend (Marko S. Turudich, director) ProgramaCor Llevant“Stella splendens”, del Llibre Vermell de Montserrat“Emperadriu de la ciutat joiosa”, del Llibre Vermell de MontserratJ. OLLÉ I SABATÉ: Ave Virgo SanctissimaPh. STOPFORD: Ave verumJ. RHEINBERGER: Stabat Mater
Cor VivaceA la vora del mar (popular catalana, arreglos de Joana Campo)Wellerman (popular de Nova Zelanda, arreglosde Roger Emerson)A. Ramírez i F. Luna: Alfonsina y el mar (arreglos de Daniel Antolí)Antònia Font: Batiscafo katiuskas (arreglos de Joana Campo)Manel: Al mar! (arreglos de Joana Campo)B. Wilson i M. Love: Good vibrations (arreglos de Mark Brymer)
Coral EspígolHanac pachap (anónimo, Cuzco, 1631)A la plaça gran fan ballades (canción tradicional de L’Obra del Cançoner, popular catalana, armonización de Mireia Sans)C. M. Schönberg: “Pel desert”, del musical Martin GuerreS. Pérez Cruz i C. Pérez: Vestida de nit (armonización de Mireia Sans)F. García Lorca-F. Vila: ZorongoQ. Manyós: Bona nit, minyonet petit (armonización de Raimon Romaní)
Coral Vocal TrendAnima mea (anónimo, arreglos de Marko S. Turudich)Non nobis domine (anónimo, arreglos de Marko S. Turudich)Laudate dominum (anónimo, arreglos de Marko S. Turudich)Spirit heart (anónimo, arreglos de Marko S. Turudich)M. S. Turudich: Pulso vocal trendMarko S. Turudich: Himne a Sant Jordi (letra de Raquel Osecàr)DetallesLlega una nueva edición del Sant Jordi-Fiesta Coral, el proyecto creado en 2022 por Marko S. Turudich, director de la Coral Vocal Trend.Sant Jordi-Festa Coral es un trabajo musical realizado con pasión y dedicación, que quiere transmitir por medio de la belleza de las voces humanas del canto coral, la emoción y la expresión de los sentimientos de las canciones.En esta edición ponemos al alcance del público la diversidad de diferentes modelos de grupos corales con una excelente calidad armónica, un nivel polifónico extraordinario y repertorios atrayentes.¡La combinación de ambición, ilusión y trabajo en grupo es clave para crear algo especial! La celebración del día de Sant Jordi, patrón de Catalunya, es también la fiesta de la cultura, de la rosa y el libro, y desde el mundo coral nos añadimos a esta celebración haciendo partícipe al público con este concierto.¡Viva Sant Jordi!Comprar entradas"
https://www.palaumusica.cat/es/vox-luminis-fbo-meunier_1305534;Vox Luminis, FBO & Meunier;#antigua,#coral,#músicauniversal,#conciertosaccesibles,#antigua,#coral,#músicauniversal,#conciertosaccesibles;11/04/2025 19:00;de 18 a 95 €;"#antigua#coral#músicauniversal#conciertosaccesiblesVox Luminis, FBO & Meunier—‘Pasión según san Juan’AvisoConcierto con subtitulación en catalán.Ficha artísticaRaphael Höhn, tenor (Evangelista)Lionel Meunier, bajo (Jesús) Tabea Mitterbauer, soprano (ancilla) Erika Tandiono, Viola Blache, sopranos Alexander Chance, contralto Philippe Froeliger, tenor (servent) Christoper B. Fischer, Vojtěch Semerád, tenores Sebastian Myrus, bajoLóránt Najbauer, barítono (Pilato)  Vincent De Soomer, barítono (Pedro) Vox Luminis Freiburger Barockorchester Lionel Meunier, directorProgramaJ. S. BACH: Pasión según san Juan, BWV 245DetallesEste concierto forma parte del festival Barcelona Obertura Ciutat de Clàssica, que se celebra del 19 de marzo al 11 de abril de 2025 en diversos auditorios y espacios de la ciudad.Primera obra vocal a gran escala escrita por Bach tras su nombramiento como Kantor de Santo Tomás, en 1723, la Pasión según San Juan se estrenó el mes de abril del año siguiente en el primer ciclo de obras anuales para la iglesia de Leipzig iniciado con las Cantatas. La hermana pequeña de la Pasión según San Mateo –estrictamente por un aspecto de duración y de número de efectivos– sigue maravillando a quien la escucha, a pesar del paso de los siglos. En esta oportunidad, la obra llevará el sello de Vox Luminis (que la pasada temporada interpretara la Pasión según San Mateo en el Palau), la Freiburger Barockorchester y Lionel Meunier.  Oferta especialVisita libre+ Concierto
El Palau es un templo de la música y la arquitectura. Disfruta de una visita libre para conocer la historia y construcción de la única sala de conciertos modernista patrimonio mundial por la UNESCO (16 h) y de un concierto (17:30 h) para entender la magia de lo que no es solo un monumento, sino una sala viva.
Precio paquete Visita+Concierto desde 25 €  Inicio visita a las 17:45 h.
Compra aquíProgramación relacionadaRIAS Kammerchor Berlin, AKAMUS & Doyle—‘Pasión según san Mateo’#antigua#coral#músicauniversal#conciertosaccesibles+ info9 de abril de 202519:00 hSala de ConciertosComprar entradas"
https://www.palaumusica.cat/es/tributo-a-pink-floyd_1392911;Tributo a Pink Floyd;#moderna;12/04/2025 20:00;De 19 a 57 €;"#modernaTributo a Pink FloydEchoes Of Pink FloydFicha artísticaJuanma Álvarez, voz, guitarras Quim Fernàndez, voz, guitarras Eduard Deulofeu, tecladosJF Mataró, bajo, vozMiquel A. Palleiro, batería, percusiónEsther Martínez, saxo, teclados Noemí Buesule, Júlia Grace i Olívia Thibaut, vocesCor Infantil Palau VinclesCor Juvenil Palau Vincles DetallesDisfrutar de Echoes Of Pink Floyd, es disfrutar de Pink Floyd, una de las bandas más influyentes de la historia del rock. 
Formada en el año 2016, no hay ninguna banda ahora mismo en el Estado que represente mejor el espíritu de Pink Floyd. Integrada por 9 componentes que llegan a utilizar todo tipo de instrumentos en el scenario para recrear el sonido del cuarteto inglés, y con un espectáculo visual de luces, proyecciones, humo, láseres y efectos de sonido que no dejan indiferente.  
En su debut en el Palau de la Música Catalana, Echoes Of Pink Floyd celebrarán el 50 aniversario del álbum Wish You Were Here con temas tan emblemáticos como Shine On You Crazy Diamond o la propia Wish You Were Here, sin olvidar los grandes clásicos de la banda como Money, Time, Another Brick In The Wall, etc…Echoes busca la fidelidad del sonido que hicieron grandes a Pink Floyd. 
Dos horas de concierto que consiguen transportate a otra época, a ese momento en que la historia del rock se construia día a día y en la que Pink Floyd tuvieron mucho que ver. Comprar entradas"
https://www.palaumusica.cat/es/barcelona-guitar-trio-dance_1018227;Barcelona Guitar Trio & Dance;#flamenco;14/04/2025 20:00;De 39 a 65 €;"#flamencoBarcelona Guitar Trio & DanceHomenaje a Paco de LucíaFicha artísticaBarcelona Guitar Trio: Alí Arango, Xavier Coll y Luis RobiscoBailarines: Carolina Morgado and José Manuel Álvarez Percusión: Lucas BalboProgramaObras de Paco de Lucía, Chick Corea, Manuel de Falla, Federico García Lorca, etc.DetallesTres guitarristas de gran prestigio, los maestros Alí Arango, Xavier Coll y Luis Robisco se unen a una de las parejas de bailarines más brillantes de España y al tempo del percusionista Lucas Balbo, para ofrecer un emocionante homenaje a Paco de Lucía fusionando los sonidos de las guitarras española y flamenca.
Siente la pasión de Barcelona Guitar Trio & Dance mientras escucha a compositores como Manuel de Falla, Federico García Lorca, Chick Corea o el mismísimo Paco de Lucía en el marco del Palau de la Música Catalana, uno de los auditorios más bellos del mundo, considerado la joya del modernismo catalán.
¡Hay sorpresa final! no te la puedes perder.Comprar entradas"
https://www.palaumusica.cat/es/arte-flamenco_1163807;Arte Flamenco;#flamenco;16/04/2025 21:00;de 35 a 60 €;#flamencoArte Flamenco12 artistas excepcionales sobre el escenarioFicha artísticaRafael Fernández, Miguel Aguilera o artista invitado, guitarrasFran León o artista invitado, flauta traveseraAntonio Cortés, David Barcos, Alejandro Silverio o artista invitado, cantaoresIsaac Vigueras o Joni Sánchez, percusiónSusana Escoda, Adelaida Guerrero, María Fernández o Aida Orozco y Azahar Tortajada, bailaorasToni Moñiz e Isaac Barbero o Juan Heredia, bailaoresProgramaTangos, alegries, soleá por bulerías, martinete, solo de guitarra, caña, seguiriya, buleríaDetallesEl mejor espectáculo flamenco de BarcelonaEl flamenco es un estilo de música y danza originario de Andalucía (España). El flamenco tal y como lo conocemos hoy día, data del siglo XVII y tiene como base la música y danza andaluzas. El cante, el toque y el baile son las principales facetas de su expresión artística. El flamenco es, según declaración de la UNESCO desde noviembre de 2010, Patrimonio Cultural Inmaterial de la Humanidad. Comprar entradas
https://www.palaumusica.cat/es/la-boheme-de-g-puccini_927097;La bohème, de G. Puccini;#ópera;17/04/2025 20:00;De 20 a 85 euros;"#óperaLa bohème, de G. PucciniÓpera escenificada en dos actosNotaÓpera subtitulada en catalán, castellano, inglés y en lengua original.Ficha artísticaOrquestra NovAria FilharmoniaAdolf Gassol, dirección musicalMarta Finestres, dirección coroSergi Giménez, dirección artísticaSarah Zhai, coach vocal
Reparto:Sarah Zhai Strauss, Katerina Estrada Tretyakova, MimíSergi Giménez, Carlos Cosías, Oscar Encinas, RodolfoSara Bañeras, Juhee Nam, Maylin Cruz, Laura Brasó, MusettaAlberto Cazes, Antonio Torres, MarcelloXavier Casademont, Alejandro Chelet, SchaunardChristian Vallester, David Cervera, CollineJordi Clos, Germán Casetti, Benoît/AlcindoroJose Cabrero, Roger Vicens, ParpignolProgramaG. PUCCINI: La bohèmeComprar entradas"
https://www.palaumusica.cat/es/seong-jin-cho_1309101;Seong-Jin Cho;#piano;22/04/2025 20:00;De 20 a 45 €;#pianoSeong-Jin Cho—Liszt, Beethoven, Bartók y BrahmsFicha artísticaSeong-Jin Cho, pianoProgramaF. Liszt: Les jeux d’eaux à la Villa d’EsteL. van Beethoven: Sonata para piano núm. 15, en Re mayor, op. 28, “Pastoral”B. Bartók: Out of doors, Sz. 81J. Brahms: Sonata para piano núm. 3, en Fa menor, op. 5DetallesEl surcoreano Seong-Jin Cho ya ha alcanzado, a sus treinta años, un lugar en el panorama de los mejores pianistas del mundo. Tras el gran éxito alcanzado en su debut en el Palau, ahora regresa a la sala modernista con un programa que propone un viaje por cuatro compositores entre el Romanticismo y el siglo XX: Liszt, Beethoven, Bartók y Brahms. Los formatos, también variados, incluyen dos sonatas y dos obras plenamente programáticas: Jeux d’eaux à la Villa d’Este y Out of doors.Comprar entradas
https://www.palaumusica.cat/es/hablemos-de-pires-bezuidenhout-y-english-baroque-soloists_1383189;Hablemos de... Pires, Bezuidenhout y English Baroque Soloists;#piano,#sinfónica,#grandesfiguras,#gradajoven;23/04/2025 19:00;Entrada gratuita | Aforo limitado;Hablemos de... Pires, Bezuidenhout y English Baroque Soloistscon Jaume RadigalesFicha artísticaa cargo de Jaume Radigales, profesor de la Universidad Ramon Llull y crítico musicalProgramaSesiones previas a los conciertos de Palau 100 para situar el contexto histórico de la obra, el compositor o las ideas claves de las piezas programadas.Programación relacionadaPires, Bezuidenhout & English Baroque Soloists—'Concierto para dos pianos' de Mozart#piano#sinfónica#grandesfiguras#gradajoven+ info23 de abril de 202520:00 hSala de Conciertos
https://www.palaumusica.cat/es/pires-bezuidenhout-english-baroque-soloists_1280404;Pires, Bezuidenhout & English Baroque Soloists;#piano,#sinfónica,#grandesfiguras,#gradajoven;23/04/2025 20:00;;#piano#sinfónica#grandesfiguras#gradajovenPires, Bezuidenhout & English Baroque Soloists—'Concierto para dos pianos' de MozartAviso(Aviso, 15/11/24): Este concierto queda cancelado y se sustituye por el concierto programado para el 18 de junio de 2025. Las entradas compradas para el concierto del 23 de abril serán válidas para el 18 de junio. Aquellos que prefieran un reembolso en forma de saldo en la cuenta de cliente del Palau o la devolución de los importes podrán solicitarlo en las taquillas del Palau de la Música Catalana hasta el 11 de junio de 2025.Ficha artísticaMaria João Pires, pianoKristian Bezuidenhout, fortepianoEnglish Baroque SoloistsDirector por determinarProgramaW. A. Mozart: Concierto para dos pianos en Mi bemol mayor, KV 365/ 316aW. A. Mozart: Concierto para tres pianos y orquesta núm. 7, en Fa mayor, KV 242 revisado para dos pianos, “Lodron”W. A. Mozart: Sinfonía núm. 38, en Re mayor, KV 504, “Praga”DetallesLa acumulación de talento en esta velada mozartiana va a convertir el Palau de la Música Catalana en una fiesta concertante de primera. La complicidad al fortepiano entre Maria João Pires y Kristian Bezuidenhout, así como el espíritu del genio de Salzburg convergerán en dos de los mayores Conciertos del compositor –por recursos y por calidad– y su Sinfonía Praga.Programación relacionadaHablemos de... The Constellation Choir & Orchestra & Gardinercon Joan Vives+ info18 de junio de 202519:00 hPetit PalauHablemos de... Pires, Bezuidenhout y English Baroque Soloistscon Jaume Radigales+ info23 de abril de 202519:00 hPetit Palau
https://www.palaumusica.cat/es/love-love-love_1386747;Love Love Love;#moderna;23/04/2025 21:00;De 27 a 67 €;"#modernaLove Love Love¡Un musical que te enamorará!Ficha artísticaPepitos Brothers, idea originalJose Corbacho, direcciónGemma Sanz, Ramon Gener i Jose Corbacho, guiónRamon Gener i Jose Corbacho, presentadores Marcelo Frajmowicz, dirección musical Pep Espada, producción ejecutiva 
Orquestra Simfònica del VallèsRubén Gimeno, director 
Love Rock BandSara Pi, Tonia Richardson i Sebastián Ramírez, cantantesEloi López, Josep Buch, Gustavo Fantino, Adrián Ghiardo i Marcelo Frajmowicz, músicos
Daniel Ramos, sonidoOriol Calabuig, lucesRobert Dulsat, monitores DetallesUn viaje por la música y el amor
Desde Bach, Mozart y Beethoven, hasta Bruce Springsteen, Katy Perry, Madonna o Coldplay. El repertorio de LOVE LOVE LOVE nos transporta a las épocas más emblemáticas de la historia de la música. El barroco, el clasicismo o el romanticismo, interactúan con el pop, el rock, el soul o la música disco. El amor como inspiración es el elemento en común. Este repertorio de los más grandes hits de la música clásica y moderna será interpretado íntegramente en directo. La orquesta y la banda de rock se unen para estremecernos y emocionarnos con unos arreglos sinfónicos compuestos especialmente para el espectáculo. 
Una producció de Pepitos Brothers Producciones S.L.Comprar entradas"
https://www.palaumusica.cat/es/adamar-johnson_1379086;Adamar Johnson;;24/04/2025 19:00;12 € (Abonados, socios del Orfeó Català i miembros de la Grada Joven: 8 €);"Adamar JohnsonAvisoSesión relajada
Este espectáculo es adecuado como sesión relajada, dado que las pautas de comportamiento del público referentes al silencio y al movimiento durante el concierto pueden ser más distendidas.Ficha artísticaLulú MartorellOriol SauledaMarcel·lí BayerDetallesAdamar es amar con vehemencia y galantear. Una profunda intensidad con la que Lulú Martorell, Oriol Sauleda y Marcel·lí Bayer dan voz al desconocidísimo poeta Adam Johnson, fallecido con 27 años, en 1993, en la pandemia del Sida. Vientos, piano y voces para adamar un sueño antes de que se lo lleve el viento. La razón por la que, en definitiva, nos contamos las historias.Comprar entradas"
https://www.palaumusica.cat/es/mireia-tarrago-victoria-guerrero_1309158;Mireia Tarragó & Victoria Guerrero;#lied,#jóvenestalentos;24/04/2025 19:30;15 €;"#lied#jóvenestalentosMireia Tarragó & Victoria Guerrero—‘Lotte Lenya: de Viena a Hollywood’NotaEl divulgador Toni Colomer ofrecerá una presentación de 10 minutos antes del inicio de la sesión para explicar el contexto y programa del concierto.Ficha artísticaMireia Tarragó, sopranoVictoria Guerrero, pianoProgramaG. MAHLER: “Scheiden und Meiden”, “Rheinlegendchen” y “Ablösung im Sommer” de Des Knaben WunderhornA. MAHLER: Fünf LiederD. Pejačević: Zwei Schmetterlinglieder, op. 52;  “Traut erst Blauveilchen” de Sieben Lieder, op. 23A. Schönberg: “Einfaltiges Lied”, “ Der genugsame Liebhaber”, “Gigerlette” y “Mahnung” de Brettl LiederH. EISLER: “An den kleinen Radioapparat”, “Speisekammer 1942”, “Über den Selbstmord”, “Hotelzimmer 1942”, “Die Stadt ist nach den Engeln genannt” y “Diese Stadt hat mich belehrt” de Hollywooder LiederbuchK. WEIL: Nanna’s Lied i Der Abschiedsbrief
 DetallesIn collaboration with the Franz Schubert Association of Barcelona and the National Music Broadcast CenterBajo un muy sugerente título De Viena a Hollywood, que ya nos permite intuir que escucharemos obras de Alma y Gustav Mahler, Dora Pejačević, Arnold Schönberg y Kurt Weill, la soprano Mireia Tarragó y la pianista Victoria Guerrero se presentan, por primera vez como dúo, en el Palau de la Música, donde ya han actuado por separado. La producción es fruto de la colaboración entre Palau de la Música, Associació Franz Schubert de Barcelona y Centro Nacional de Difusión Musical.Comprar entradas"
https://www.palaumusica.cat/es/dj-symphonic_1391080;Dj Symphonic;#moderna,#nuevosformatos;24/04/2025 20:00;De 36 a 68 €;#moderna#nuevosformatosDj SymphonicFicha artísticaRoyal Film Concert Orchestra DJ Symphonic ProgramaAvicii: Wake me up David Guetta: Titanium Queen: We will rock you Darude: Sandstorm Eric Prydz: Opus Calvin Harris: Summer Coldplay: Viva la vida DJ Tiesto: Adagio for strings ABBA: Mamma mia Avicii: Hey brother Cascada: Every time we touch Daft Punk: One more time Coldplay: A sky full of stars Queen: Bohemian rhapsody Swedish House Mafia: Don’t you worry child Safri Duo: The bongo song & Sambadagio History DJ Medley: Robert Miles, ATB, Levels Pont Aeri: Flying freeComprar entradas
https://www.palaumusica.cat/es/morgan_1393263;Morgan;#moderna;25/04/2025 21:00;De 20 a 36 €;#modernaMorganHotel Tour 2025Ficha artísticaMorganDetallesMorgan regresa a los escenarios con su gira Hotel Tour 2025, presentando Hotel Morgan, su cuarto álbum de estudio. En este tour, el grupo crea un espacio único donde cada canción cobra vida, conectando con el público de manera especial. Un “hotel” sonoro donde las melodías se encuentran, se transforman y cobran nueva energía en cada concierto. Únete a esta nueva etapa, vive la experiencia en vivo y disfruta de la estancia. Comprar entradas
https://www.palaumusica.cat/es/babebra-mozart_1309803;BaBeBra & Mozart;#músicauniversal,#nuevosformatos,#enfamilia;26/04/2025 11:00;niños, 8-10 € / adultos, 15-18 €;"#músicauniversal#nuevosformatos#enfamiliaBaBeBra & Mozart—Música clásica para bebés y niños (de 0 hasta 5 años)Ficha artísticaMireia Vila, violín, piano y vozNoemí Pasquina o Nerea de Miguel, violonchelo, guitarra y vozMartí Donate, clarinete y vozIsabel Moreno o Anna Pujol, flauta travesera y vozMartí Marsal, trompa y vozPaul Perera, piano, acordeón y vozMarc Timón, arreglosCobosMika Company, dirección escénica y coreográficaGemma Canadell, dirección artística
 DetallesUn concierto preciosista ya la vez trepidante de formato acústico en homenaje a la música clásica centro-europea: Mozart, Bach, Beethoven y Brahms, entre otras y nuevas versiones de estéticas modernas para que pequeños y mayores disfruten de una propuesta de mucha proximidad escénica y gran sensibilidad artística.Noticias relacionadas17 septiembre 2024El espectáculo 'BaBeBra & Mozart' de música clásica para bebés, abre la temporada 24 -25 del ciclo Conciertos Familiares en el Palau el próximo fin de semanaComprar entradas"
https://www.palaumusica.cat/es/suites-para-orquesta-y-conciertos-para-violin-de-bach_1309291;'Suites para orquesta' y 'Conciertos para violín' de Bach;#antigua,#músicauniversal,#modernismo;26/04/2025 18:30;de 20 a 68 €;"#antigua#músicauniversal#modernismo'Suites para orquesta' y 'Conciertos para violín' de Bach—Vespres d’Arnadí & EspasaFicha artísticaVespres d’Arnadí, orquesta barrocaDani Espasa, clavecín y directorProgramaJ. S. Bach: Concierto para dos violines, en Re menor, BWV 1043J. S. Bach: Suite para orquesta, núm. 4J. S. Bach: Suite para orquesta, núm. 2J. S. Bach: Suite para orquesta, núm. 3DetallesBach es inagotable, con un cuerpo compositivo que puede ocupar una vida terrenal y otra divina para poder captar en su justa medida. De la mano de la orquesta barroca Vespres d’Arnadí disfrutaremos de una selección de Suites para orquesta y cuerda y el Concierto para dos violines en Re menor, conocido por su profundidad emocional y su complejidad técnica. Una noche barroca en la temporada sinfónica para ir a las raíces del genio y disfrutar de algunas de las músicas más sofisticadas de la historia.Oferta especialVisita libre+ Concierto
El Palau es un templo de la música y la arquitectura. Disfruta de una visita libre para conocer la historia y construcción de la única sala de conciertos modernista patrimonio mundial por la UNESCO (16 h) y de un concierto (17:30 h) para entender la magia de lo que no es solo un monumento, sino una sala viva.
Precio 50 €. Hay que elegir butaca en la categoría C (primer piso lateral filas 3 y 4, segundo piso entre las filas 2 y 11, palcos del segundo piso fila 1 y galerías del órgano) y seleccionar en el desplegable la tarifa ""Visita libre + concierto"". Inicio visita a las 17 h.
Compra aquíComprar entradas"
https://www.palaumusica.cat/es/cor-infantil-de-l-orfeo-catala-niños-cantores-morelia_1311537;Cor Infantil de l’Orfeó Català & Niños Cantores Morelia;#coral,#enfamilia;27/04/2025 18:00;20 €;"#coral#enfamiliaCor Infantil de l’Orfeó Català & Niños Cantores MoreliaFicha artísticaCor Infantil de l’Orfeó CatalàPau Casan, pianoGlòria Coma i Pedrals, directora
Niños Cantores de MoreliaVictor Quiróz Gutiérrez, pianoEverardo Zamudio Rodríguez, directorProgramaCor Infantil de l’Orfeó CatalàJ. Manen: El cavaller enamoratJoan del Riu (tardicional catalana, armonización de Alberto Grau)B. Chilcott: Like a rainbow (arreglo de Roger Emerson)D. Lim: A Puppet’s DreamJ. Papoulis: We are the voicesT. Wong: Wau Bulan
Niños Cantores de MoreliaB. Adams: Exsultate iusti in DominoJ. López Moreno: “Ensueños”, de la Suite de la InfanciaA. Nini (Noa): Keren OrM. Granillo: Caracol y CaracolaP. E. Gutiérrez: Alma llaneraL. Barcelata: El cascabel (arreglo de Jorge Cózatl)R. Hernández: El Cumbanchero (arreglo de Amaury Ramirez)M. R. Ortiz: Sandunga (arreglo de Felipe Ledesma)M. Bernal Jiménez: Tres antífonas para México
Cants comunsP. Casals: Nigra sumQ. Mendoza: Cielito Lindo (arreglo de Hernán Cortés Carrillo)DetallesCon la colaboración de la Fundació Conservatori del Liceu y el Conservatorio de las Rosas.Comprar entradas"
https://www.palaumusica.cat/es/accademia-bizantina-ottavio-dantone_1279740;Accademia Bizantina & Ottavio Dantone;#ópera,#antigua,#conciertosaccesibles;28/04/2025 19:00;De 28 a 78 €;"#ópera#antigua#conciertosaccesiblesAccademia Bizantina & Ottavio Dantone—‘Il Giustino’ de VivaldiAvisoConcierto con subtitulación en catalán.Ficha artísticaEmőke Baráth, sopranoSophie Rennert, mezzosopranoDelphine Galou, contraltoMarie Lys, soprano Emiliano Gonzalez Toro, tenorAlessandro Giangrande, tenor y contratenorCarlotta Colombo, sopranoAccademia BizantinaOttavio Dantone, directorProgramaA.Vivaldi: Il Giustino (versión de concierto). Libreto de Niccolò BereganDetallesEmőke Baráth y Delphine Galou encabezan un reparto de lujo en que junto a Accademia Bizantina, bajo la batuta de su director y fundador, Ottavio Dantone, interpretan, en versión de concierto, la última ópera compuesta por Vivaldi. Una velada con los mejores especialistas para descubrir la desconocida parcela operística del catálogo de Il Prete Rosso, reivindicada solo a partir del siglo XX.Oferta especialVisita libre+ Concierto
El Palau es un templo de la música y la arquitectura. Disfruta de una visita libre para conocer la historia y construcción de la única sala de conciertos modernista patrimonio mundial por la UNESCO y de un concierto para entender la magia de lo que no es solo un monumento, sino una sala viva.Precio desde 35 €. Inicio visita a las 17:30 h.
Compra aquíComprar entradas"
https://www.palaumusica.cat/es/patricia-kopatchinskaja-friends_1301136;Patricia Kopatchinskaja & ‘friends’;#cámara,#nuevosformatos;29/04/2025 20:00;de 25 a 45 €;"#cámara#nuevosformatosPatricia Kopatchinskaja & ‘friends’Centenario de ‘Pierrot lunaire’ de SchönbergFicha artísticaPatricia Kopatchinskaja, vozThomas Kaufmann, violoncheloReto Bieri, clarineteJúlia Gállego, flautaJoonas Ahonen, pianoMeesung Hong, violín y violaProgramaA. Schönberg: Sinfonía de cámara núm. 1, op. 9A. Schönberg: Pierrot lunaire, op. 21DetallesConcierto en conmemoración del centenario de la representación de la obra Pierrot Lunaire, en el propio Palau de la Música Catalana, bajo la dirección del mismo Arnold Schoenberg.
El 29 de abril de 1925 se celebró el Festival Arnold Schoenberg en la capital catalana y supuso la primera puesta en escena en España de este melodrama del compositor austríaco, diez años después de su estreno en Berlín.Comprar entradas"
https://www.palaumusica.cat/es/twinkle-twinkle-baby-s-star_1310211;Twinkle, twinkle, Baby’s star;#nuevosformatos,#enfamilia;03/05/2025 11:00;Bebés-Niños 10 € | Adultos 18 €;"#nuevosformatos#enfamiliaTwinkle, twinkle, Baby’s star—Concierto para bebés i pequeños de 0 hasta 5 años (English & Catalán)NotaAviso: Debido a las características de este concierto-espectáculo, una vez iniciada la función, ya no se podrá acceder a la sala.
 Ficha artísticaMireia Vila, violín, voz, piano de juguete y percusionesNerea de Miguel o Noemí Pasquina, violonchelo, voz, ukelele, piano de juguete y percusionesGermán de la Riva o Oriol Mallart, voz, piano de juguete, melódica i percusiones Dick Them o Joan Palet, contrabajo, vibráfono y vozJeremy Friedman, vibráfono, glockenspiel, batería, voz y pequeñas percusionesMarc Timón, arreglosCobosMika Company, dirección escénica y coreográficaGemma Canadell, dirección artística
 DetallesUna oportunidad para conocer y descubrir canciones, juegos y dichos de tradición inglesa y al mismo tiempo disfrutar del repertorio tradicional catalán desde una visión musical moderna y ecléctica. Un concierto-espectáculo de formato acústico y de mucha proximidad con los intérpretes.¿Qué opina la comunidad de bloggers y la crítica?El llistó tan alt com els més petitsComprar entradas"
